bug_id,bug_severity,bug_status,component,creation_ts,delta_ts,description,dup_id,priority,product,resolution,short_desc,version
214457,normal,VERIFIED,UI,2008-01-07 04:08:00 -0500,2008-02-05 15:44:56 -0500,"Build ID: 3.4.0 I20071213-1700

Steps To Reproduce:
TargetPlatformHelper#getTargetVersionString() is still returning 3.3 in Eclipse 3.4 M4. I'd expect that by now it should be returning 3.4.",[],P3,PDE,FIXED,The target version of 3.4 is still 3.3,3.4
214459,minor,CLOSED,cdo.core,2008-01-07 04:39:00 -0500,2010-06-29 09:20:56 -0400,Although repository had been shutdown properly the next startup will perform a crash recovery.,[],P3,EMF,FIXED,Crash recovery occurs without crash,1.0
214455,normal,RESOLVED,Report Designer,2008-01-07 03:36:00 -0500,2008-01-07 03:50:38 -0500,"Created attachment 86288
screenshot

Description:
No warning for no default value of a combo cascading parameter.

Build number:
2.2.2.v20071218-1951

Steps to reproduce:
1. New a cascading group, set first parameter to combobox.

Expected result:
Warning shows up to indicate there should be default value for the parameter.

Actual result:
See the attached screenshot.",[],P3,BIRT,WONTFIX,[Regression] No warning for no default value of a combo cascading parameter [0705],2.2.2
214453,normal,RESOLVED,Chart,2008-01-07 02:24:00 -0500,2008-02-18 04:59:43 -0500,"Created attachment 86284
report file

Build ID:  I20071213-1700

Steps To Reproduce:
1.open the attached report
2.double click the chart to edit it
3.


More information:
Some legend entries are overlapped.",[],P3,BIRT,FIXED,Some Legend Entries are not correct when the text is shortened by ellipsis,2.3.0
214460,enhancement,CLOSED,cdo.core,2008-01-07 04:53:00 -0500,2010-06-29 09:21:48 -0400,Use CDOItemProviderAdapter as base class.,[],P3,EMF,FIXED,Optimize ItemProviderAdapters' hasChildren() methods,1.0
214461,normal,CLOSED,Report Viewer,2008-01-07 05:02:00 -0500,2008-01-11 05:04:10 -0500,"Description:
Base URL issue when set to other BIRT Web Project.

Build number:
2.2.2.v20071218-1951

Steps to reproduce:
1. New two BIRT Web Project wtp1 and wtp2.
2. New a jsp file in wtp1 project.
3. New jsp file viewer.jsp based on (html,BIRT tag) template, input content
like:
<birt:viewer id=""0""
             title=""contextRoot""
             baseURL=""wtp2""
             reportDesign=""birt_tag_sample.rptdesign"">
</birt:viewer>.
Note that birt_tag_sample.rptdesign only exists in wtp2 project.
4.New jsp file report.jsp based on (html,BIRT tag) template, input content
like:
<birt:report id=""0""
             baseURL=""wtp2""
             reportDesign=""birt_tag_sample.rptdesign"">
</birt:viewer>.
5. Run the two jsp files on Server and select wtp1 and wtp2 as configured,
input url as http://host:port/wtp1/viewer.jsp
       http://host:port/wtp1/report.jsp

Expected result:
Two jsp files can display report contents.

Actual result:
Both Viewer.jsp and report.jsp will throw errors.

Error log:
For report.jsp:
+ The report file : D:\workspaces\2.2.2_regression\.metadata\.plugins\org.eclipse.wst.server.core\tmp0\wtpwebapps\web\birt_tag_sample.rptdesign does not exist or contains errors.

For Viewer.jsp:
HTTP Status 404 - /web/wtp2/frameset",[],P3,BIRT,INVALID,Base URL issue when set to other BIRT Web Project [0603],2.2.2
214463,normal,RESOLVED,cdt-debug,2008-01-07 05:04:00 -0500,2009-06-02 15:38:50 -0400,"Created attachment 86294
Patch on CVS

Build ID: I20071101-2000

Steps To Reproduce:
1. Setup everything to run a test debug session, i.e. write a small example program, install gcc and gdb, etc.

2. Create a new watchpoint on a global variable, but disable it right away.

3. Now invoke a debug session (with ""stop in main""): The watchpoint will be triggered anyway, although it should be disabled.


More information:
From the ""verbose output"" of the debug session, one can see the CDT ""forgets"" to disable the watchpoint after it has created it (like it does with regular breakpoints).

If you have a disabled breakpoint, you can see the following lines in the verbose output:
## 169-break-insert test.c:23
## 170-break-disable 1

The ""break-disable"" command is missing for disabled watchpoints.


I added a patch as an attachment. Unfortunately, the path to the file in question is different in CVS and in a project imported from the Jar-file.
That is why i added two patch files:
""patch_cvs.txt"" should work in CVS,
""patch_import.txt"" should work on an imorted plugin project.",[],P3,CDT,FIXED,"During startup of a debug session, a disabled watchpoint is set anyway",4.0.2
214462,normal,RESOLVED,Grid,2008-01-07 05:02:00 -0500,2008-01-07 11:46:53 -0500,"Created attachment 86293
Sample source code

I'm receiving an exception when updating a grid widget after changing the sort order of the model. Seems caused by showSelection.

Steps to reproduce with the attached example:

1. Expand 'Row 14'
2. Select 'Row 0'
3. Click on 'Col 1' header to change the sort (row 0 should be moved to the bottom along the selection)
3. Click again on 'Col 1', you should see the exception

This is the exception:

Exception in thread ""main"" java.lang.IllegalArgumentException: Argument not valid
	at org.eclipse.swt.SWT.error(SWT.java:3547)
	at org.eclipse.swt.SWT.error(SWT.java:3481)
	at org.eclipse.swt.SWT.error(SWT.java:3452)
	at org.eclipse.nebula.widgets.grid.Grid.getRowRange(Grid.java:2503)
	at org.eclipse.nebula.widgets.grid.Grid.getBottomIndex(Grid.java:2388)
	at org.eclipse.nebula.widgets.grid.Grid.isShown(Grid.java:3890)
	at org.eclipse.nebula.widgets.grid.Grid.showItem(Grid.java:3923)
	at org.eclipse.nebula.widgets.grid.Grid.showSelection(Grid.java:3983)
	at com.maccasoft.eclipse.GridSelectionBug.updateSorting(GridSelectionBug.java:134)
	at com.maccasoft.eclipse.GridSelectionBug.access$1(GridSelectionBug.java:75)
	at com.maccasoft.eclipse.GridSelectionBug$1.widgetSelected(GridSelectionBug.java:54)
	at org.eclipse.swt.widgets.TypedListener.handleEvent(TypedListener.java:227)
	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:66)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:1101)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:1125)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:1110)
	at org.eclipse.swt.widgets.Widget.notifyListeners(Widget.java:951)
	at org.eclipse.nebula.widgets.grid.GridColumn.fireListeners(GridColumn.java:424)
	at org.eclipse.nebula.widgets.grid.Grid.onMouseUp(Grid.java:6469)
	at org.eclipse.nebula.widgets.grid.Grid.access$7(Grid.java:6442)
	at org.eclipse.nebula.widgets.grid.Grid$10.mouseUp(Grid.java:6029)
	at org.eclipse.swt.widgets.TypedListener.handleEvent(TypedListener.java:206)
	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:66)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:1101)
	at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java:3319)
	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:2971)
	at com.maccasoft.eclipse.GridSelectionBug.main(GridSelectionBug.java:152)",[],P3,Nebula,FIXED,Grid showSelection throws an IllegalArgumentException,unspecified
214464,normal,RESOLVED,RWT,2008-01-07 05:09:00 -0500,2011-09-19 09:35:48 -0400,"Build ID: 1.0.1

Hi,

regarding newsgoup entry http://dev.eclipse.org/newslists/news.eclipse.technology.rap/msg01745.html I filed this bug.

If the UICalback mechanism is active, calling ""close"" from the osgi console does not work. There is no exception.

Frank mentioned, that he is working on that issue so I filed this report to track the progress, because the solution does not find a way into the 1.0.1 service release. Please reply to this bug, if there is already a solution in subvesion.

Greetings,
Ben",[],P2,RAP,FIXED,[UICallback] Unable to close equinox if activated,1.0
214466,normal,CLOSED,Code Assist,2008-01-07 05:13:00 -0500,2008-04-16 10:36:16 -0400,"Created attachment 86296
Code Assist (grouping) screenshot

When ""Group completion options"" setting in Code Assist have been turned on it suggest only some functions.

It suggest only (for example): 
* preg_match_all (not preg_match)
* preg_replace_callback (not preg_replace) 
* htmlspecialchars_decode (not htmlspecialchars)

Looks like it skips some names handling them as parent in structure(?)",214452,P3,PDT,DUPLICATE,Group completion options issue,1.0.2
214467,major,RESOLVED,Team,2008-01-07 05:58:00 -0500,2008-01-08 10:45:05 -0500,"I synchronized my files in to ftp server (FTP and WEBDA support 3.1.100.v20060609), but after OS X upgrade (to 10.5) I get an error

DataConnection.CannotOpenInput
   Invalid argument

On one FTP site is giving it on connection and other FTP site giving this for random files.

Pleas help",[],P3,Platform,WONTFIX,FTP error DataConnection.CannotOpenInput,3.3.1
214469,normal,RESOLVED,PDE support,2008-01-07 06:40:00 -0500,2008-01-07 12:23:52 -0500,"When buckminster encounters a feature that doesn't have neither ""feature"" or ""product"" in its name, it will append the string ""-feature"" to the name of the workspace binding. When re-resolving such a feature, an error message indicating a ""ProjectBinding name conflict"" is displayed.",[],P3,Buckminster,FIXED,Re-resolve of certain features causes a binding name conflict.,unspecified
214470,enhancement,RESOLVED,PDE support,2008-01-07 06:52:00 -0500,2008-01-07 12:25:37 -0500,Buckminster doesn't recognize Eclipse product definitions (i.e. xxx.product files). It would be nice if they were recognized and if actions to build the product were automatically added to the cspec.,[],P3,Buckminster,FIXED,Product meta-data recognition needed,unspecified
214471,enhancement,RESOLVED,Core,2008-01-07 06:59:00 -0500,2008-01-07 12:27:05 -0500,"A special materializer that makes use of the Eclipse update manager is needed so that a target platform can be built up from features and plugins found on an update site. The only way to do this at present is to have Buckminster update itself and thus form a suitable target platform or to download pre-zipped distributions that are then unzipped on top of each other.

A target platform materializer would be able to create a target platform based on specific features (or cspecs in combination with features). This in turn will enable target platform creation of any combination of features found on huge update sites like Europa or Ganymede.",[],P3,Buckminster,FIXED,Need a way to materialize into a target platform,unspecified
214474,critical,CLOSED,Report Viewer,2008-01-07 07:20:00 -0500,2008-01-27 23:21:21 -0500,"Build ID: M20060118-1600

Steps To Reproduce:
1.download birt runtime  2.2.1
2.deploy it in my tomcat 5.5.2
3.it is working fine with my application
4.i am use single runtime war file for my two applications  
5.it cause the error java.lang.OutOfMemoryError: PermGen space
6. i set the Java heap size upto 512 mb 
7. also i got same error java.lang.OutOfMemoryError: PermGen space   

More information:",[],P3,BIRT,WORKSFORME,java.lang.OutOfMemoryError: PermGen space,2.2.1
214472,normal,RESOLVED,Text,2008-01-07 07:07:00 -0500,2008-01-16 12:55:43 -0500,"I20071218-0800

Steps to reproduce:
- get org.eclipse.jdt.core from CVS;
- edit org.eclipse.jdt.internal.compiler.batch.FileSystem;
- scroll until line 109 gets slightly above the middle of your screen;
- let the mouse over initializeKnownFileNames; a hover help should display;
- launch Project/Clean... and clean build part or all of your workspace;
- while the Building Workspace dialog is still visible, get the mouse over
  initializeKnownFileNames again; the hover help is displayed behind the
  Building Workspace dialog (see attached screen capture).

Discussed the topic with Dani. The hover showing up while the dialog is visible is by design, but it is expected to come above the said dialog (which is the observed behavior on Linux). Whatever the merits of the hover showing up, if it shows up, it should be readable.",[],P3,Platform,FIXED,[hovering] Hover appears behind Building progress dialog on XP,3.4
214476,enhancement,CLOSED,cdo.core,2008-01-07 07:42:00 -0500,2010-06-29 09:21:53 -0400,"Since IChannel now doesn't have a dependency on IConnector any more the same should be true for CDOSession. It should only depend on the IChannel. That makes it easier to use different IChannel implementations.

This could also force a redesign of the fail over strategy which is anyway due!",[],P3,EMF,FIXED,Remove connector dependency from CDOSessionImpl,2.0
214478,enhancement,CLOSED,cdo.net4j,2008-01-07 07:53:00 -0500,2010-06-25 14:43:41 -0400,And change LifecycleUtil.activate(x) to x.activate() where possible!,[],P3,EMF,FIXED,Change the checked exception on ILifecycle.activate() to unchecked,1.0
214480,normal,RESOLVED,Core,2008-01-07 08:13:00 -0500,2008-01-07 13:36:17 -0500,"Background:
A large amount of components, zip or tar.gz archives in particular, can be found on ""download pages"". A download page is typically reachable by a URL and will contain a lot of <href> elements appointing the files that can be downloaded.

It would be very nice if such a page could be specified in an RMAP provider in combination with some regular expression pattern that serves as discriminator for the URL's found on that page. A more elaborate solution could also make use of the fact that many of those URL's also contain valid meta-data information.

A third option that would be applicable to downloads.eclipse.org is to be able to change the actual URL into another URL since the original URL will take you to another page where you have to select the download mirror. The desired behavior from Buckminster standpoint would be to use a URL that selects the default mirror based on geo-ip.

Proposal:
The <provider> element in the RMAP could be equipped with a <matcher> element. This element would point to a base (the web-page) and a regular expression that would serve as the discriminator for the URL's found on the base page. The matched URL's would end up in a named property that then can be used in the normal expansion of the <uri format=""""> element. I.e.:

<provider readerType=""url"" componentTypes=""unknown"" mutable=""false"" source=""false"">
  <matcher base=""http://download.eclipse.org/eclipse/downloads/drops/R-3.3.1.1-200710231652/index.php"">     
    <match pattern=""^.*download\.php?dropFile=.*$"" name=""match""/>
  </matcher>
  <uri format=""${match}""/>
</provider>

To cater for the fact that the URL needs to sometimes be altered and also in order to extract valid component info, the single <match> can instead be replaced by a sequence of <match> and <group> elements. Some <match> elements can have specific names that transforms them into properties that the unknown component type can use when it builds the cspec.

Instead of relying on that the user will use correct ""capturing groups"" versus ""non capturing groups"", the XML elements should have a name (forces a capturing group) and an optional flag (might force an non capturing group and will always make sure that the group ends with '?'.

If each match can be equipped with a quoted prefix and suffix, this also simplifies the expression a great deal. A fully blown implementation that reads a download page from Eclipse.org can then look like this:

<provider readerType=""url"" componentTypes=""unknown"" mutable=""false"" source=""false"">
  <matcher base=""http://download.eclipse.org/eclipse/downloads/drops/R-3.3.1.1-200710231652/index.php"">     
    <match prefix=""http://download.eclipse.org"" pattern=""/.+/"" suffix=""download.php?dropFile="" name=""folder""/>
    <group name=""fileName"">
      <name pattern=""[a-zA-Z0-9_-]+""/>
      <version prefix=""-"" pattern=""([0-9]+\.)*[0-9]+"" optional=""true""/>
      <os prefix=""-"" pattern=""aix|linux|macosx|solaris|win32"" optional=""true""/>
      <ws prefix=""-"" pattern=""carbon|gtk|motif|wpf|win32"" optional=""true""/>
      <arch prefix=""-"" pattern=""ppc|x86|x86_64"" optional=""true""/>
      <match prefix=""."" pattern=""zip|tar\.gz""/>
    </group>
  </matcher>
  <uri format=""http://www.eclipse.org/downloads/download.php?r=1&amp;protocol=http&amp;file=${folder}${fileName}""/>
</provider>

The implementation will transform all capturing groups entered by the user into non-capturing groups and then add capturing groups where needed (to capture the named groups). Groups will also be added if needed to prevent that some expressions extend into another match. The full match for the above pattern should be:

^http://download\.eclipse\.org(/.+/)download\.php\?dropFile=(([a-zA-Z0-9_-]+)(?:-((?:[0-9]+\.)*[0-9]+))?(?:-(aix|linux|macosx|solaris|win32))?(?:-(carbon|gtk|motif|wpf|win32))?(?:-(ppc|x86|x86_64))?\.(?:zip|tar\.gz))$

and when resolving a component such as ""eclipse-RCP"" on a win32 platform, the following cspec should be implemented:

<?xml version=""1.0"" encoding=""UTF-8""?>
<cs:cspec xmlns:cs=""http://www.eclipse.org/buckminster/CSpec-1.0"" name=""eclipse-RCP"" componentType=""unknown"" version=""3.3.1.1"" versionType=""OSGi"" filter=""(target.os=win32)""/>",[],P3,Buckminster,FIXED,Pattern based scanning of URL pages,unspecified
214479,enhancement,RESOLVED,Core,2008-01-07 08:09:00 -0500,2008-01-07 12:27:51 -0500,"When doing a resolve or when performing an action, it is sometimes necessary to provide some properties. Such properties can be provided in the cquery or as an argument to the perform command but it would be great if they could somehow be set and preserved in the workspace. One simple way to do this would be to let Buckminster recognize the string substitution variables that are entered using ""Window"" -> ""Preferences"" -> ""Run/Debug"" -> ""String substitution""",[],P3,Buckminster,FIXED,Let Buckminster recognize the run/debug string substitution variables,unspecified
214482,normal,RESOLVED,cdt-parser,2008-01-07 08:55:00 -0500,2008-06-19 08:34:38 -0400,"Build ID: M20071023-1652

Steps To Reproduce:
1. Create an ASTVisitor class to visit expressions

2. Use the following code in the visit(IASTExpression) function:
        if (pr_Expression instanceof IASTIdExpression) {           
            IASTIdExpression param = (IASTIdExpression) pr_Expression;
            IBinding binding = param.getName().resolveBinding();
            if (binding instanceof IParameter) {
                String name = binding.getName();
            }
        }

3. Use this code to visit a C++ source file in a C++ Projoct containing the followign function:
int foo(int (*ptr) (int, int))
{
	ptr(1, 2);	
	return 1;
}

4. The name that is returned from binding.getName() will be empty string.


More information:
This seems to be a C++ problem only, as doing the same, but using a C project with a C source file returns the correct name. 

Both org.eclipse.cdt.internal.core.dom.parser.cpp.CPPParameter and org.eclipse.cdt.internal.core.dom.parser.c.CParameter have their own implementation of getName() which uses getPrimaryDeclaration() to work out what to return. 

The problem appears to be in getPrimaryDeclaration() of CPPParameter, which (for function pointer parameters) has two declarations to choose from, and seems to return the wrong one.",[],P3,CDT,FIXED,CPPParameter getName() returns empty string for function pointers,4.0.1
214483,major,VERIFIED,RSE,2008-01-07 09:03:00 -0500,2008-02-25 13:10:59 -0500,"No File Types are shown in the Remote Systems -> Files Preference page as we are not including plugin.xml in the org.eclipse.rse.subsystems.files.core build.

-----------Enter bugs above this line-----------
TM 3.0M4 Testing
installation : eclipse-SDK-3.4M3
RSE install  : RSE 3.0M4
java.runtime : Sun 1.5.0_11-b03
os.name:     : Windows XP, Service Pack 2
------------------------------------------------",[],P1,Target Management,FIXED,No File Types listed in Files Preference page,3.0
214484,normal,RESOLVED,Core,2008-01-07 09:18:00 -0500,2008-04-09 11:42:13 -0400,"Build ID: Build id: I20070625-1500

Steps To Reproduce:
1. open the org.eclipse.uml2.uml_2.1.0.*.jar archive
2. open the model/UML.ecore file in a text editor

Some references to Ecore objects link to internet and others to the local platform, like in the <Package> UML EClass:

    <eOperations name=""elements_public_or_private"" eType=""ecore:EDataType http://www.eclipse.org/emf/2002/Ecore#//EBoolean"">

and in the <Element> UML EClass:

    <eOperations name=""getValue"" ordered=""false"" eType=""ecore:EDataType platform:/plugin/org.eclipse.emf.ecore/model/Ecore.ecore#//EJavaObject"">

More information:
For languages and model manipulating tools which distinguish local and external sources, those mixed references may induce problems.",[],P3,MDT.UML2,WONTFIX,Mixed Ecore references in UML2.ecore metamodel,2.1.0
214485,normal,RESOLVED,Aperi,2008-01-07 09:40:00 -0500,2008-01-22 13:41:44 -0500,"The Link to the SAN Simulator Users Guide
http://www.eclipse.org/aperi/documentation/r4/SAN_simulator%20user%20guide_v13.pdf
from Aperi Web page
http://www.eclipse.org/aperi/documentation/
leads to a 404 File not Found error.",[],P3,z_Archived,FIXED,File Not Found for SAN Simulator User's Guide,unspecified
214487,enhancement,CLOSED,cdo.db,2008-01-07 10:09:00 -0500,2010-06-29 04:19:15 -0400,"Advantages:
- Possible higher performance with many executes
- Automatic data type conversion
- BLOB, CLOB, ...

Disadvantages:
- Runtime overhead
- Additional state to be managed when cached
- Caching expensive since associated with a dedicated connection
- Unclear if connection/datasource implementation already uses caching",[],P3,EMF,FIXED,[DB] Use prepared statements if appropriate,2.0
214492,normal,VERIFIED,UI,2008-01-07 10:36:00 -0500,2008-02-06 10:30:14 -0500,Currently you can only add filters to a new markerContentProvider. We need to able to bind them to existing markerContentProviders as well.,[],P3,Platform,FIXED,[Markers] Need to be able to add filters to existing markers views,3.4
214493,normal,RESOLVED,Subversion,2008-01-07 10:39:00 -0500,2008-01-10 15:40:51 -0500,"Can you please provision a module for
   org.eclipse.tm.tcf
on the Eclipse.org SVN server for the DSDP-TM project.

TM committers with access to that module should be
   moberhuber",[],P3,Community,FIXED,Request an SVN module for org.eclipse.tm.tcf,unspecified
214494,normal,RESOLVED,Core,2008-01-07 10:53:00 -0500,2008-01-07 12:28:24 -0500,"Build ID: r7034

Steps To Reproduce:
1. Create a plugin and a feature, add plugin to the feature
2. Add qualifies to both plugin and feature, set buckminster property qualifier.replacement.* = generator:lastModified
3. Commit feature and then later (at least 1 minute later) commit plugin 
4. Materialize feature to a new workspace and perform feature.jars action
5. Feature has feature's timestamp in version qualifier instead of plugin's timestamp.

More information:
This behavior was observed using cvs repository.",[],P3,Buckminster,FIXED,Feature version lastModified qualifier generator does not take included plugin last modified timestamp into account,unspecified
214495,critical,CLOSED,Cosmos,2008-01-07 11:02:00 -0500,2012-01-03 13:47:52 -0500,"There 11 compilation errors in org.eclipse.cosmos.rm.repository and org.eclipse.cosmos.rm.validation plugins.  

They all have to do with type casting.  

For example:
Cannot cast from Map<String,List<int[]>> to Map<String,List>
Cannot cast from Map<String,Map<String,List<ElementEdge>>> to Map<String,Map>


The code compiles with eclispe 3.3.",[],P3,z_Archived,FIXED,Compilation errors in Resource modeling code when compiled in Eclipse 3.4,unspecified
214496,normal,CLOSED,oAW-docs,2008-01-07 11:05:00 -0500,2008-12-16 01:01:23 -0500,"This is the result of the second, manual proofreading pass of the documentation. Patch is attached.",[],P3,GMT,NOT_ECLIPSE,Proofreading of documentation (second pass),4.2
214497,normal,CLOSED,oAW-docs,2008-01-07 11:05:00 -0500,2008-12-16 01:01:25 -0500,"This is the result of the second, manual proofreading pass of the documentation. Patch is attached.",[],P3,GMT,NOT_ECLIPSE,Proofreading of documentation (second pass),4.2
214488,normal,RESOLVED,UI,2008-01-07 10:14:00 -0500,2008-02-11 11:09:35 -0500,"Build ID: I20071213-1700

Steps To Reproduce:
1. Start Eclipse with small window size and resize it
2. Dock several fast views, so that fast view bar size overgrows startup area
3. Only those fast view icons in startup area are shown. Changing fast view bar orientation reveals further problems


More information:

gtk 2.10.16",[],P3,Platform,FIXED,[FastView] Fast view bar size depends on startup shell size,3.4
214498,normal,CLOSED,oAW-docs,2008-01-07 11:14:00 -0500,2008-12-16 01:01:27 -0500,"This is the result of the second, manual proofreading pass of the documentation. Patch is attached.",[],P3,GMT,NOT_ECLIPSE,Proofreading of documentation (second pass),4.2
214500,normal,CLOSED,oAW-docs,2008-01-07 11:17:00 -0500,2008-12-16 01:01:30 -0500,"This is the result of the second, manual proofreading pass of the documentation. Patch is attached.",[],P3,GMT,NOT_ECLIPSE,Proofreading of documentation (second pass),4.2
214501,normal,CLOSED,oAW-docs,2008-01-07 11:24:00 -0500,2008-12-16 01:01:32 -0500,"This is the result of the second, manual proofreading pass of the documentation. Patch is attached.",[],P3,GMT,NOT_ECLIPSE,Proofreading of documentation (second pass),4.2
214505,normal,RESOLVED,Core,2008-01-07 11:40:00 -0500,2008-04-03 12:25:57 -0400,"Build ID: N/A

Steps To Reproduce:
1. Export a project to xml using the export XML plugin
2. Update the xml (eg the type of a field)
3. Run the import -> From XML 

The dialag allows to ""Load XML"", but the ""Apply changes"" button remains greyed out.


More information:",[],P3,Tigerstripe,FIXED,Import XML does not complete,unspecified
214503,blocker,RESOLVED,SWT,2008-01-07 11:30:00 -0500,2008-05-13 16:47:13 -0400,"Created attachment 86324
Test Project with SWT Application for recreate KEYEVENT issue

Build ID: M20071023-1652

Steps To Reproduce:
Attached TestProject.zip, which shows the error;
1.To test, extract code, import the project into your workspace, and run it as an SWT Application.
2.Click in window;
3.Type;  1 + 1
4. As you type, the events will be written to the dialog.
NOTE:
  Once the KEY_RELEASED for the shift (utilized for '+') has been issued.
  The next KEY_PRESSED and KEY_RELEASED for the '1' does not show '1' for the keyChar but instead returns '!' as if the SHIFT modifier is still active.





More information:",[],P3,Platform,FIXED,Incorrect KeyEvents returned using SWT_AWT.,3.3.1
214499,normal,RESOLVED,Incubator,2008-01-07 11:15:00 -0500,2008-01-14 16:18:52 -0500,"The bug 213731 (""[sec] Implement keyring-like functionality"") can benefit from using Windows Data Protection mechanism. 

The attached C++ project contains source and DLL to access user-specific encryption provided by CryptProtectData(). 

The encrypted data is encoded as Base64 for easy handling and passed back to Java. Later data can be decoded by the same user. 

The Java stub is:

package org.eclipse.equinox.internal.security.accounts;
public class WinCrypto {
	public native String encrypt(String value);
	public native String decrypt(String value);
	static {
		System.loadLibrary(""jnicrypt"");
	}
}

See readme.txt on the notes on compilation and usage.",[],P3,Equinox,FIXED,[sec] JNI bridge for Windows Data Protection services,unspecified
214506,normal,RESOLVED,RSE,2008-01-07 11:42:00 -0500,2008-02-13 15:58:26 -0500,"Steps to reproduce:
1) launch the new connection wizard
2) specify a Linux connection
3) in the Files page of the new connection wizard, select ssh.files
4) finish the wizard
5) in the Remote Systems view menu, specify ""Show Filter Pools""
6) expand the ""Sftp Files"" subsystem in the tree.


Note that the filter pool is named ""<profile name>:dstore.files"".  Instead it should be ""<profile name>:ssh.files"".

The problem is that, regardless of the choice in the wizard, we create the subsystem and corresponding filter reference from the default subsystem configuration.",[],P3,Target Management,FIXED,[api] subsystem shows default configuration filter pool when it doesn't use the default,3.0
214507,minor,RESOLVED,Annotations,2008-01-07 11:46:00 -0500,2008-04-04 08:19:18 -0400,"Build ID: N/A

Steps To Reproduce:
If a stereotype is applied to a model component, yet that stereotype is not in the active profile then..

when you use the API to make other (unrelated) updates to the artifact and save it, the *value* of the stereotype gets lost. The stereotype itself remains in place,but with no value(s).




More information:",[],P3,Tigerstripe,FIXED,Stereotype values lost when updating from API,unspecified
214502,normal,VERIFIED,UI,2008-01-07 11:24:00 -0500,2008-02-07 05:13:37 -0500,"since in bug 204106 it has been moved to another location, there is no point in keeping it in both places.",[],P3,Platform,FIXED,[ErrorHandling] [Status Handling] test bed should be removed from org.eclipse.ui.tests,3.4
214509,normal,CLOSED,Diagrams,2008-01-07 12:03:00 -0500,2011-11-23 11:03:37 -0500,"Build ID: N/A

Steps To Reproduce:
If you change a model (using the API), then ""synch"" a digarm to the model, the diagram is marked dirty.

Save the diagram and in the TS perspective, the SVN ""*"" icon is not shown against the diagram.

in the java perspective, it is shown against the respective .vwm file for the diagram, but not against the .wvd file.


More information:",[],P3,Tigerstripe,FIXED,Subclipse change tags on diagrams is not correct,unspecified
214510,normal,CLOSED,Project Management & Portal,2008-01-07 12:08:00 -0500,2008-01-15 16:21:45 -0500,"On the portal page, I can see that Matthew Hall has three +1 votes already for becoming a committer on the Eclipse Platform project (UI component). However, the mailing list (platform-ui-dev) only shows one e-mail (for the committer nomination), not three, as I would expect. Why is that? It makes the election untransparent.",[],P2,Community,FIXED,Notification e-mails not sent for committer election of Matthew Hall,unspecified
214512,normal,CLOSED,Wiki,2008-01-07 12:44:00 -0500,2008-01-30 14:45:28 -0500,"The following text should be deleted for ""per-row/project"" level download pages. Why? It mentions two things that aren't relevant for getting the thing you want (HBX in this case):

#  Deployment Configurations  - specific combinations of Higgins  Components that, when assembled and deployed, result in either an infrastructure-level service, or an end-user application.

# Components - building blocks used to construct various Deployment Configurations. 

If the text can't be deleted, then at least the two words ""Deployment Configurations"" should be changed to ""Solutions""",[],P3,Higgins,FIXED,Delete confusing text,unspecified
214513,normal,RESOLVED,CVS,2008-01-07 12:47:00 -0500,2008-01-07 16:12:56 -0500,"Could you please remove the folder : org.eclipse.m2m/org.eclipse.m2m.atl/plugins/org.eclipse.m2m.atl.drivers.uml4atl-feature
It only contains a "".project"" file.

Thanks in advance",[],P3,Community,FIXED,Delete m2m unused folder,unspecified
214504,normal,CLOSED,oAW-docs,2008-01-07 11:31:00 -0500,2008-12-16 01:01:36 -0500,"This is the result of the second, manual proofreading pass of the documentation. Patch is attached.",[],P3,GMT,NOT_ECLIPSE,Proofreading of documentation (second pass),4.2
214511,normal,RESOLVED,UI,2008-01-07 12:12:00 -0500,2008-01-11 18:05:54 -0500,"Build ID: 3.4 I20071127-0800

At present, PDESourcePage's fSelection, which holds the currently selected item is protected rather than private. Although also exposed via a getSelection() method, this has meant that various other classes are accessing this attribute directly.

This is preventing refactoring of the selection mechanism in general as described by bug 211698 comment 4.

To resolve this bug, the fSelection attribute should be made private, and all references to it corrected to use the getSelection() method.",[],P3,PDE,FIXED,PDESourcePage's selection should be private,3.4
214514,normal,CLOSED,Automated Builds,2008-01-07 12:49:00 -0500,2008-01-30 14:45:29 -0500,"Goto:
http://www.eclipse.org/higgins/ver2/downloadsnew.php?loc=downloads/hbx 

Click on: N20080107	

Click on xpi.zip

Result: 404 File not found",[],P3,Higgins,FIXED,Broken link,unspecified
214515,normal,RESOLVED,Incubators,2008-01-07 13:02:00 -0500,2008-01-09 18:18:11 -0500,"The fix to 213376 has the workspace profile updating its components based on java model and resource deltas. One piece that is missing is that a plugin project api component needs to update if there are pde model changes to it.

For example if we change exported packages to be private, we need that to be reflected in the plugins' api description.",[],P3,PDE,FIXED,[api tooling] plugin project components need to update on PDE changes,3.4
