bug_id,bug_severity,description,priority
214190,normal,"Created attachment 86057
report design

Description:
Nexted crosstab is disapeared in Xtab row area[1102]

Build number: 
2.3.0.v20080103-0800

Steps to reproduce:
1, Open the attached report design
2, There is a nested crosstab using outer data as its filter
3, When nested one in Column area, preview is ok
4, When nested one in Row area, the nested one is disappeared in preview

Expected result:
In both row and column area the nested crosstab can be previewed

Actual result:
Only column area nested crosstab display",P3
214192,enhancement,"Common mapping for project component should be available for connectors that have notion od components (i.e. JIRA and Bugzilla) and 3rd party integration working with tasks.

The most common use cases is to be able to pickup or directly pass component when creating new issue, for example component can be configured in projects settings along with repository, or picked up from 3rd party metadata.

Another use case is connector neutral reporting feature that would allow to group or filter tasks or search results by component (similar to the current grouping by owner in task search).",P2
214198,normal,"Description:
Drop the group into crosstab that from library will pop up EmptyStackException[00]

Step:
1. New a library and add a blank crosstab
2. New a report and use the library.
3. Drop the crosstab into layout.
4. Add a data cube in report and drop the group into crosstab.

Expected result:
1. The exception is error.
2. May be frobid to drop the group or summary fields in it.

Actual result:
Pop up the EmptyStackException.

java.util.EmptyStackException
	at java.util.Stack.peek(Stack.java:79)
	at java.util.Stack.pop(Stack.java:61)
	at org.eclipse.birt.report.model.activity.ActivityStack.commit(ActivityStack.java:710)
	at org.eclipse.birt.report.designer.internal.ui.command.WrapperCommandStack.execute(WrapperCommandStack.java:90)
	at org.eclipse.birt.report.item.crosstab.internal.ui.dnd.LevelHandleDropAdapter.performDrop(LevelHandleDropAdapter.java:101)
	at org.eclipse.birt.report.designer.internal.ui.dnd.DNDService.performDrop(DNDService.java:160)
	at org.eclipse.birt.report.designer.internal.ui.dnd.DNDService.performDrop(DNDService.java:146)
	at org.eclipse.birt.report.designer.internal.ui.palette.ReportTemplateTransferDropTargetListener.handleDrop(ReportTemplateTransferDropTargetListener.java:115)
	at org.eclipse.gef.dnd.AbstractTransferDropTargetListener.drop(AbstractTransferDropTargetListener.java:171)
	at org.eclipse.jface.util.DelegatingDropAdapter$3.run(DelegatingDropAdapter.java:211)
	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:37)
	at org.eclipse.core.runtime.Platform.run(Platform.java:857)
	at org.eclipse.ui.internal.JFaceUtil$1.run(JFaceUtil.java:46)
	at org.eclipse.jface.util.SafeRunnable.run(SafeRunnable.java:199)
	at org.eclipse.jface.util.DelegatingDropAdapter.drop(DelegatingDropAdapter.java:209)
	at org.eclipse.swt.dnd.DNDListener.handleEvent(DNDListener.java:90)
	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:66)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:952)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:976)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:961)
	at org.eclipse.swt.widgets.Widget.notifyListeners(Widget.java:720)
	at org.eclipse.swt.dnd.DropTarget.Drop(DropTarget.java:451)
	at org.eclipse.swt.dnd.DropTarget$3.method6(DropTarget.java:253)
	at org.eclipse.swt.internal.ole.win32.COMObject.callback6(COMObject.java:119)
	at org.eclipse.swt.internal.ole.win32.COM.DoDragDrop(Native Method)
	at org.eclipse.swt.dnd.DragSource.drag(DragSource.java:358)
	at org.eclipse.swt.dnd.DragSource.access$0(DragSource.java:284)
	at org.eclipse.swt.dnd.DragSource$1.handleEvent(DragSource.java:168)
	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:66)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:952)
	at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java:3750)
	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:3361)
	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java:2381)
	at org.eclipse.ui.internal.Workbench.runUI(Workbench.java:2345)
	at org.eclipse.ui.internal.Workbench.access$4(Workbench.java:2211)
	at org.eclipse.ui.internal.Workbench$4.run(Workbench.java:473)
	at org.eclipse.core.databinding.observable.Realm.runWithDefault(Realm.java:288)
	at org.eclipse.ui.internal.Workbench.createAndRunWorkbench(Workbench.java:468)
	at org.eclipse.ui.PlatformUI.createAndRunWorkbench(PlatformUI.java:149)
	at org.eclipse.ui.internal.ide.application.IDEApplication.start(IDEApplication.java:106)
	at org.eclipse.equinox.internal.app.EclipseAppHandle.run(EclipseAppHandle.java:193)
	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.runApplication(EclipseAppLauncher.java:106)
	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.start(EclipseAppLauncher.java:76)
	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:362)
	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:175)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:585)
	at org.eclipse.equinox.launcher.Main.invokeFramework(Main.java:561)
	at org.eclipse.equinox.launcher.Main.basicRun(Main.java:501)
	at org.eclipse.equinox.launcher.Main.run(Main.java:1239)",P3
214194,major,"CDT HEAD

To reproduce:
1. Click on Add button in Project Properties->C/C++ General->Paths and Symbols->Symbols->GNU C++ and add symbol S1 with the value s1.
2. Click on Add button again and add symbol S2 with the value s2.

Notice that the previously defined S1 disappears from the list.",P3
214196,normal,"Created attachment 86059
report design

Description:
[Automation][Compatibility]Exception occurs when preview a old crosstab with measure sorting

Build number: 
2.3.0.v20080103-0800

Steps to reproduce:
1, Open the attached report design
2, In this design, the measure is old measure. And the crosstab has the measure sorting.
3, Preview

Expected result:
The measure sorting is working well and no exceptions. 

Actual result:
ArrayIndexOutOfBoundsException happens

Error log:
 org.eclipse.birt.report.service.api.ReportServiceException: Error happened while running the report; nested exception is: java.lang.ArrayIndexOutOfBoundsException: -1 
Show Exception Stack Trace 
Hide Exception Stack Trace  
Stack Trace:
 
org.eclipse.birt.data.engine.olap.data.impl.aggregation.sort.AggregationSortHelper.populateAggrKeysForTargetResultSet(AggregationSortHelper.java:283)
org.eclipse.birt.data.engine.olap.data.impl.aggregation.sort.AggregationSortHelper.populateAggrKeysForTargetLevel(AggregationSortHelper.java:199)
org.eclipse.birt.data.engine.olap.data.impl.aggregation.sort.AggregationSortHelper.populateKeyDiskArray(AggregationSortHelper.java:148)
org.eclipse.birt.data.engine.olap.data.impl.aggregation.sort.AggregationSortHelper.sort(AggregationSortHelper.java:57)
org.eclipse.birt.data.engine.olap.data.impl.aggregation.sort.AggrSortHelper.sort(AggrSortHelper.java:62)
org.eclipse.birt.data.engine.olap.data.api.CubeQueryExecutorHelper.applyAggrSort(CubeQueryExecutorHelper.java:342)
org.eclipse.birt.data.engine.olap.data.api.CubeQueryExecutorHelper.execute(CubeQueryExecutorHelper.java:328)
org.eclipse.birt.data.engine.olap.query.view.QueryExecutor.populateRs(QueryExecutor.java:182)
org.eclipse.birt.data.engine.olap.query.view.QueryExecutor.execute(QueryExecutor.java:111)
org.eclipse.birt.data.engine.olap.query.view.BirtCubeView.getCubeCursor(BirtCubeView.java:116)
org.eclipse.birt.data.engine.olap.impl.query.CubeQueryResults.getCubeCursor(CubeQueryResults.java:82)
org.eclipse.birt.report.engine.data.dte.CubeResultSet.(CubeResultSet.java:84)
org.eclipse.birt.report.engine.data.dte.DteDataEngine.doExecuteCube(DteDataEngine.java:174)
org.eclipse.birt.report.engine.data.dte.AbstractDataEngine.execute(AbstractDataEngine.java:229)
org.eclipse.birt.report.engine.executor.ExecutorManager$ExecutorContext.executeQuery(ExecutorManager.java:420)
org.eclipse.birt.report.item.crosstab.core.re.executor.BaseCrosstabExecutor.executeQuery(BaseCrosstabExecutor.java:103)
org.eclipse.birt.report.item.crosstab.core.re.executor.CrosstabReportItemExecutor.execute(CrosstabReportItemExecutor.java:102)
org.eclipse.birt.report.engine.executor.ExtendedItemExecutor.execute(ExtendedItemExecutor.java:60)
org.eclipse.birt.report.engine.internal.executor.dup.SuppressDuplicateItemExecutor.execute(SuppressDuplicateItemExecutor.java:42)
org.eclipse.birt.report.engine.internal.executor.wrap.WrappedReportItemExecutor.execute(WrappedReportItemExecutor.java:45)
org.eclipse.birt.report.engine.internal.executor.l18n.LocalizedReportItemExecutor.execute(LocalizedReportItemExecutor.java:33)
org.eclipse.birt.report.engine.layout.html.HTMLBlockStackingLM.layoutNodes(HTMLBlockStackingLM.java:63)
org.eclipse.birt.report.engine.layout.html.HTMLPageLM.layout(HTMLPageLM.java:85)
org.eclipse.birt.report.engine.layout.html.HTMLReportLayoutEngine.layout(HTMLReportLayoutEngine.java:106)
org.eclipse.birt.report.engine.api.impl.RunAndRenderTask.doRun(RunAndRenderTask.java:138)
org.eclipse.birt.report.engine.api.impl.RunAndRenderTask.run(RunAndRenderTask.java:66)
org.eclipse.birt.report.service.ReportEngineService.runAndRenderReport(Unknown Source)",P3
214200,minor,"Description:
Rename BIRT Chart Web Project to Chart Web Project
Build number:2.3.0.v20080103

I think it's better to keep consistence in BIRT Projects list. Now only Chart Web Project has BIRT in the beginning.
Web Project's original name was BIRT Web Project and HQ required it to change to Web Project.",P3
214201,normal,"Description:
BIRT Chart Web Project fail to set birt Charting Web Project in project facet by default
Build number:2.3.0.v200711161657

Steps to reproduce:
1. New a BIRT Charting web project, click Next
2. Check Configuration list.

Expected result:
BIRT Charting Web Project should be selected by default in configurations

Actual result:
Default configuration is Default Configuration.
Similar to #210078
Error log:n/a",P3
214197,normal,"Created attachment 86060
java file

Description:
Auto scale does not work correctly.

Build number:
2.3.0.v20080103-0800

Steps to reproduce:
1. Run the attached java file.

Expected result:
See the golden. 

Actual result:
See the output.

Error log:
N/A",P3
214195,minor,"We could implement task repository link provider (the org.eclipse.mylyn.tasks.ui.projectLinkProviders extension point), that would automatically link all PDE projects from Eclipse.org with Eclipse bugzilla repository. The idea is to use ""provide"" field from plugin manifest and feature.xml, because provider is ""Eclipse.org"" for all Eclipse projects it gives enough information to establish required link. For performance it also possible to use models loaded by PDE.",P4
214199,normal,"Created attachment 86065
java

Description:
Pie chart compare failed.

Build number:
2.3.0.v20080103-0800

Steps to reproduce:
1. Run the attached java file.

Expected result:
See the golden. 

Actual result:
See the output.

Error log:
N/A",P3
214204,major,"Description:
Only document related content in document folder should be removed.
Build number:2.3.0.v20080103

Steps to reproduce:
1. Deploy BIRT.
2. Edit web.xml to set BIRT_VIEWER_DOCUMENT_FOLDER to your local path and there are content inside the path.
3. Start server and click View Example to preview sample report.

Expected result:
Only content created by viewer should be removed in specified document folder.

Actual result:
All contents are deleted despite whether they are related with BIRT.

Error log:n/a",P3
214205,enhancement,"Description:
Charting Web Project should provide way to import latest chart runtime component
Build number:2.3.0.v20080103

At present, BIRT Web Project is able to import runtime component from current BIRT build to replace with the old version. This function provides a way to update BIRT web project.

For Charting Web Project, similar function should be provided. Otherwise, user has to update the old chart runtime component through manually removing and pasting.",P3
214203,normal,"Description:
  Aggregation does not work when set group unit as week.

Test Date:
20080103

Test Build:
BIRT2.3.0 Daily Build: v20080103-0800

Step to reproduce:

1. Use the report attached
2. Preview it

Expect result:
Please refer to the golden file attached

Actual result:
Please refer to the failed sceen shot attahed",P3
214206,major,"Created attachment 86075
report design

Description:
Failed to use crosstab using data._outer._outer[""xxx""] from parent table

Build number: 
2.3.0.v20080103-0800

Steps to reproduce:
1, New two tables and they are nested
2, New a crosstab in the innertable and define a filter such as
data[""Lvl1""] equals data._outer._outer[""xxx""] from outer table
3, Preview(Or preview the attached report design)

Expected result:
The filter can use the outertable's binding by data._outer._outer[""xxx""]

Actual result:
Exception occurs when preview

Error log:
org.eclipse.birt.report.service.api.ReportServiceException: Error happened while running the report; nested exception is: org.mozilla.javascript.EcmaError: TypeError: Cannot read property ""CUSTOMERNUMBER"" from null 
Show Exception Stack Trace 
Hide Exception Stack Trace  
Stack Trace:
org.mozilla.javascript.ScriptRuntime.constructError(ScriptRuntime.java:3350)
org.mozilla.javascript.ScriptRuntime.constructError(ScriptRuntime.java:3340)
org.mozilla.javascript.ScriptRuntime.typeError(ScriptRuntime.java:3356)
org.mozilla.javascript.ScriptRuntime.typeError2(ScriptRuntime.java:3375)
org.mozilla.javascript.ScriptRuntime.undefReadError(ScriptRuntime.java:3388)
org.mozilla.javascript.ScriptRuntime.getObjectElem(ScriptRuntime.java:1324)
org.mozilla.javascript.Interpreter.interpretLoop(Interpreter.java:2995)
org.mozilla.javascript.Interpreter.interpret(Interpreter.java:2394)
org.mozilla.javascript.InterpretedFunction.call(InterpretedFunction.java:162)
org.mozilla.javascript.SecurityController$1.exec(SecurityController.java:183)
org.eclipse.birt.report.engine.executor.ScriptUtil$2.execWithDomain(ScriptUtil.java:50)
org.mozilla.javascript.SecurityController.callWithDomain(SecurityController.java:179)
org.mozilla.javascript.Interpreter.interpret(Interpreter.java:2383)
org.mozilla.javascript.InterpretedFunction.call(InterpretedFunction.java:162)
org.mozilla.javascript.ContextFactory.doTopCall(ContextFactory.java:393)
org.mozilla.javascript.ScriptRuntime.doTopCall(ScriptRuntime.java:2834)
org.mozilla.javascript.InterpretedFunction.exec(InterpretedFunction.java:173)
org.eclipse.birt.data.engine.olap.script.OLAPExpressionHandler.evaluate(OLAPExpressionHandler.java:43)
org.eclipse.birt.data.engine.script.ScriptEvalUtil.evalExpr(ScriptEvalUtil.java:630)
org.eclipse.birt.data.engine.script.ScriptEvalUtil.evalExpr(ScriptEvalUtil.java:607)
org.eclipse.birt.data.engine.olap.util.filter.DimensionFilterEvalHelper.evaluateFilter(DimensionFilterEvalHelper.java:81)
org.eclipse.birt.data.engine.olap.data.impl.aggregation.filter.LevelFilterHelper.isDimPositionSelected(LevelFilterHelper.java:215)
org.eclipse.birt.data.engine.olap.data.impl.aggregation.filter.LevelFilterHelper.getDimFilterPositions(LevelFilterHelper.java:119)
org.eclipse.birt.data.engine.olap.data.impl.aggregation.filter.LevelFilterHelper.getJSFilterResult(LevelFilterHelper.java:92)
org.eclipse.birt.data.engine.olap.data.api.CubeQueryExecutorHelper.getFilterResult(CubeQueryExecutorHelper.java:569)
org.eclipse.birt.data.engine.olap.data.api.CubeQueryExecutorHelper.onePassExecute(CubeQueryExecutorHelper.java:444)
org.eclipse.birt.data.engine.olap.data.api.CubeQueryExecutorHelper.execute(CubeQueryExecutorHelper.java:323)
org.eclipse.birt.data.engine.olap.query.view.QueryExecutor.populateRs(QueryExecutor.java:182)
org.eclipse.birt.data.engine.olap.query.view.QueryExecutor.execute(QueryExecutor.java:111)
org.eclipse.birt.data.engine.olap.query.view.BirtCubeView.getCubeCursor(BirtCubeView.java:116)
org.eclipse.birt.data.engine.olap.impl.query.CubeQueryResults.getCubeCursor(CubeQueryResults.java:82)",P3
214208,normal,"Created attachment 86078
report design

Description:
Preview the attached report design in web viewer, then export report as pdf. The result is clipped.

Build version:2.3.0.v20080103-0800

Steps to reproduce:
1.Get the attached report design, which contains a crosstab.
2.Preview the report in web viewer, then export report as pdf.

Actual result:
The pdf is clipped.",P3
214202,normal,"Created attachment 86068
java

Description:
The legend is totally reversed for stacked bar chart.

Build number:
2.3.0.v20080103-0800

Steps to reproduce:
1. Run the attached java file.

Expected result:
See the golden. 

Actual result:
See the output.

Error log:
N/A",P3
214211,normal,"Description:
Get the attached report design, view as doc, error occurred.

Build version:2.3.0.v20080103-0800

Steps to reproduce:
1.Get the attached report design file, view report as doc, error occurred.

Error message:
Attached screen shot.",P3
214212,normal,"Created attachment 86089
massagebox

description:
Problem occurs when set the masterpage margin with ems/exs/pixcel units.

build version:
2.3.0 v20080103-0800

steps to reproduce:
1. New a report.
2. Select the masterpage in outline.
3. Swtich to properites editor->Margin, change the units to ems/exs/pxcels unit. 
4. Click the save button.

Expected result:
No problem occurs.

Actual result:
Problem occurs. See attached message box.",P3
214214,normal,"Build ID: M20071023-1652

Steps To Reproduce:
1.Create an Entity with two attributes. Drag-and-drop that entity to an Instance Diagram.
2.Set the value of the second attribute (i.e. the lower one in the instance box) without setting the first and then select OK.
3.You will now see in the Instance Diagram that the value entered for second attribute is being displayed and has been saved against the first.


More information:",P3
214217,enhancement,"Created attachment 86091
Source completion 

The attached patched enables auto-completing the sources defined in the spec file.",P3
214216,normal,"Build ID: I20071213-1700 (3.4M4)

Steps To Reproduce:
I tried to install the latest mylyn version from download.eclipse.org/tools/mylyn/update/weekly/e3.4 onto eclipse 3.4M4 and I get the following error from the update dialog:

Current configuration contains errors that are not corrected by the requested operation and more errors would be introduced. See details for more information.
  ----- Current configuration problems -----
    Eclipse Platform Extensions (3.3.0.0) requires plug-in ""org.eclipse.core.resources (3.3.0)"", or equivalent.
  ----- Configuration problems after the operation -----
    Eclipse Platform Extensions (3.3.0.0) requires plug-in ""org.eclipse.core.resources (3.3.0)"", or equivalent.
    Mylyn Bridge: Eclipse IDE (2.2.0.I20080102-2100) requires feature ""org.eclipse.mylyn_feature (2.2.0.qualifier)"", or later version.
    Mylyn Bridge: Java Development (2.2.0.I20080102-2100) requires feature ""org.eclipse.mylyn_feature (2.2.0.qualifier)"", or later version.
    Mylyn Bridge: PDE, CVS and Ant (2.2.0.I20080102-2100) requires feature ""org.eclipse.mylyn_feature (2.2.0.qualifier)"", or later version.
    Mylyn Connector: Bugzilla (2.2.0.I20080102-2100) requires feature ""org.eclipse.mylyn_feature (2.2.0.qualifier)"", or later version.
    Mylyn Connector: Trac (2.2.0.I20080102-2100) requires feature ""org.eclipse.mylyn_feature (2.2.0.qualifier)"", or later version.

Looking at my eclipse installation I have 
org.eclipse.core.resources (3.4.0.0)

More information:",P1
214209,normal,"Created attachment 86079
report design

There're several problem when export the attached report design.

build version:
2.3.0 v20070103-0800

steps to reproduce:
1. Download the attached report design.
2. Preview the design file with web viewer.
3. Click the export report button.
4. Export report in Excel/Postscript/PDF/Powerpoint.

Expected result:
The report can be exported in different format correctly.

Actual result:
When export in excel format, problem occurs. See attachment:excel.

When export in Postscript/PDF, some text are clipped.

When export in Powerpoint, some text are displayed in the space between two pages.",P3
214218,normal,"Build ID: M20070921-1145, CDT 4.0.1

MakeProject and ManagedMakeProject are not referenced anywhere in the whole CDT. They seem to be dead classes left over from CDT2/3. Would be best to remove them (they cause confusion for readers).",P3
214220,normal,"1.2 M4 Build.

The OCLHelper::getSyntaxHelp(...) API throws NPEs when the constraint-kind argument is null, which indicates that there is no constraint context.  This is the expected way to indicate that content-assist is required for a query expression.

The helper should accept a null constraint-kind and return appropriate Choices.",P3
214219,enhancement,"updatesite site.xml should be generateable headlessly

Currently, only IDE can be used to generate the site.xml",P3
214221,normal,"Refactor TPTP project sets for component reorganization.

See http://wiki.eclipse.org/4.5_Component_Reorganization for more details.

This should be done later in the release cycle.  Also, the project sets should be reviewed for non-existent/empty plug-ins in CVS and reviewed by the project leads for correctness.",P1
214222,enhancement,"1.2 M4 Build

Displaying the results of OCL queries using tuples would be much aided by an implementation of toString() in the Ecore and UML implementations of tuples that renders them according to the concrete syntax for tuple literals.  Of course, as the result of an OCL query evaluation will only have values in the tuples, not expressions, it will rely on these values implementing toString() methods of their own (except that string values probably should be shown in single-quotes).",P3
214223,normal,"I20071218-0800

Log fills up with these during an incremental auto-build. IIRC, the Problems has not been made visible since the last restart.

Warning
Thu Jan 03 14:22:58 CET 2008
Marker id 4826685 not found.

org.eclipse.core.internal.resources.ResourceException: Marker id 4826685 not found.
	at org.eclipse.core.internal.resources.Marker.checkInfo(Marker.java:56)
	at org.eclipse.core.internal.resources.Marker.getType(Marker.java:194)
	at org.eclipse.ui.views.markers.internal.MarkerGroup$GroupMarkerField.compare(MarkerGroup.java:306)
	at org.eclipse.ui.internal.provisional.views.markers.MarkerComparator.compare(MarkerComparator.java:88)
	at java.util.Arrays.mergeSort(Arrays.java:1293)
	at java.util.Arrays.mergeSort(Arrays.java:1282)
	at java.util.Arrays.mergeSort(Arrays.java:1282)
	at java.util.Arrays.mergeSort(Arrays.java:1282)
	at java.util.Arrays.mergeSort(Arrays.java:1282)
	at java.util.Arrays.mergeSort(Arrays.java:1282)
	at java.util.Arrays.mergeSort(Arrays.java:1282)
	at java.util.Arrays.mergeSort(Arrays.java:1282)
	at java.util.Arrays.sort(Arrays.java:1210)
	at org.eclipse.ui.internal.provisional.views.markers.CachedMarkerBuilder.sortAndMakeCategories(CachedMarkerBuilder.java:951)
	at org.eclipse.ui.internal.provisional.views.markers.CachedMarkerBuilder.buildAllMarkers(CachedMarkerBuilder.java:251)
	at org.eclipse.ui.internal.provisional.views.markers.CachedMarkerBuilder$1.run(CachedMarkerBuilder.java:368)
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:55)",P3
214224,enhancement,"1.1 Release build

A compliance point of the OCL specification suggests that implementations should ignore declared visibilities of namespace members when resolving references.  The UML binding attempts, to a large extent, to do this.  However, for attribute and operation look-up, its reliance on the Classifier::getAllOperations() and Classifier::getAllAttributes() API results in look-ups failing to find private features of supertypes.  The cause is in the Classifier::inherit() operation, which does not make private features of general classifiers available as members of the inheriting classifier.

The MDT OCL implementation should work around this, to ""inherit"" private features.  This is particularly of value for client applications that previously used this OCL implementation for UML by adapting UML to Ecore, which does not have a visibility concept, and have since picked up the UML support in the 1.1 release.",P3
214228,normal,"The XSLT launcher configuration only looks for .xml files.   This should look based on Content-Type, and allow for editing that appears either directly or indirectly under the XML Content type.

To reproduce:

1. Create an XSD file.
2. Create a new launch configuration for an XSL debug/launching configuration.
3. Select Workspace for the XML Input.
4. The XSD file that was created is not one of the available options.

Again, we should be going off of Content-Type or not have filtering.  The reason being is that XSLT 2.0 can work with Text files as input without having to have XML files be the drivers.

We should also allow for the input to come from a URI.  As input could be driven off an XQuery database that publishes it is accessible from the web as well.",P3
214229,normal,"Package BIRT Trace Report component as an as-is component.

The following plug-ins and feature should be packaged as the BIRT Trace Report
component:

Plugins:
org.eclipse.tptp.trace.report.birt
org.eclipse.tptp.trace.report.birt.doc.user

Feature: 
org.eclipse.tptp.trace.report.birt

Name: 
Business Intelligence and Reporting Tools (BIRT) Trace Reports

Description:
Business Intelligence and Reporting Tools (BIRT) Trace Reports are used to
aggregate and summarize numerous profiling events over a period of time (report window).  The BIRT trace reports present profiling events in tables and charts so users can easily locate trends and effectually analyze.

Also, please remove the following plug-ins/features from the TPTP packages
(run-time, SDK, update site):

Plugins:
org.eclipse.tptp.trace.report.birt
org.eclipse.tptp.trace.report.birt.ui
org.eclipse.tptp.trace.report.birt.doc.user

Feature: 
org.eclipse.tptp.trace.report.birt

Finally, please remove the following plug-in from CVS:
org.eclipse.tptp.trace.report.birt.ui",P1
214227,normal,"Package BIRT Log Report component as an as-is component.

The following plug-ins and feature should be packaged as the BIRT Log Report
component:

Plugins:
org.eclipse.tptp.monitoring.report.birt
org.eclipse.tptp.monitoring.report.birt.doc.user

Feature: 
org.eclipse.tptp.monitoring.report.birt

Name: 
Business Intelligence and Reporting Tools (BIRT) Log Reports

Description:
Business Intelligence and Reporting Tools (BIRT) Log Reports are used to
aggregate and summarize numerous Common Base Event logs over a period of time (report window).  The BIRT log reports present Common Base Event logs in tables and charts so users can easily locate trends and effectually analyze.

Also, please remove the following plug-ins/features from the TPTP packages
(run-time, SDK, update site):

Plugins:
org.eclipse.tptp.monitoring.report.birt
org.eclipse.tptp.monitoring.report.birt.ui
org.eclipse.tptp.monitoring.report.birt.doc.user

Feature: 
org.eclipse.tptp.monitoring.report.birt

Finally, please remove the following plug-in from CVS:
org.eclipse.tptp.test.report.birt.ui",P1
214225,normal,"Build ID: M20071023-1652

Steps To Reproduce:
Hello,

If I annotate my setter in my interfaces with @model the generated model code contains duplicate methods. 

Best regards, Lars
-------------

Example:
-----------------------------
package test;

/**
*
* @model
*/

public interface Testing {

/**
*
* @model
*/

public String getName();

/**
*
* @model
*/

public void setName(String value);

}
----------------------------

Create a new model based on this interface and create the model code from 
it.



More information:",P3
214230,normal,"Package BIRT Statistical Report component as an as-is component.

The following plug-ins and feature should be packaged as the BIRT Trace Report
component:

Plugins:
org.eclipse.tptp.platform.statistical.report.birt
org.eclipse.tptp.platform.statistical.report.birt.doc.user

Feature: 
org.eclipse.tptp.platform.statistical.report.birt

Name: 
Business Intelligence and Reporting Tools (BIRT) Statistical Reports

Description:
Business Intelligence and Reporting Tools (BIRT) Statistical Reports are used to
aggregate and summarize numerous statistical events over a period of time (report window).  The BIRT trace reports present statistical events in tables and charts so users can easily locate trends and effectually analyze.

Also, please remove the following plug-ins/features from the TPTP packages
(run-time, SDK, update site):

Plugins:
org.eclipse.tptp.platform.statistical.report.birt
org.eclipse.tptp.platform.statistical.report.birt.ui
org.eclipse.tptp.platform.statistical.report.birt.doc.user

Feature: 
org.eclipse.tptp.platform.statistical.report.birt

Finally, please remove the following plug-in from CVS:
org.eclipse.tptp.platform.statistical.report.birt.ui",P1
214231,normal,"[Web Doc] Create web document for BIRT Trace Reports.

Including:

-Installation instructions.
-Dependencies.
-Limitations (see
http://www.eclipse.org/tptp/home/downloads/releasenotes/releasenotes4_5_0.html#4_CTI).
-Link to tutorial.

It will be linked to the BIRT Trace Reports download.",P1
214232,normal,"[Web Doc] Create web document for BIRT Log Reports.

Including:

-Installation instructions.
-Dependencies.
-Limitations (see
http://www.eclipse.org/tptp/home/downloads/releasenotes/releasenotes4_5_0.html#4_CTI).
-Link to tutorial.

It will be linked to the BIRT Log Reports download.",P1
214235,enhancement,"We either need a seperate view, or better detection on when a variable contains result-Node data or is just a string.  If nodeset result, then it should be expandable like the Java variables that are Class variables.

Currently all variables display as string results.",P3
214233,normal,"[Web Doc] Create web document for BIRT Statistical Reports.

Including:

-Installation instructions.
-Dependencies.
-Limitations (see
http://www.eclipse.org/tptp/home/downloads/releasenotes/releasenotes4_5_0.html#4_CTI).
-Link to tutorial.

It will be linked to the BIRT Statistical Reports download.",P1
214236,enhancement,When debugging an XSLT it is helpful to have a view of the result document as it is being debugged.   It would be nice if this had both a preview and source views with it.  This way when debugging XHTML/HTML transformations the results code be seen in both web mode as well as source.,P3
214237,minor,"Build ID: M20070921-1145

Steps To Reproduce:
Create a project with the following classes in the same package:

A.java:
import java.util.Collection;

public abstract class A
<T extends A<T,S>,S extends Collection<T>> {}

B.java:
import java.util.Collection;

public abstract class B extends A<D,Collection<D>> {
	boolean isD() {return this instanceof D;}
}

C.java:
public abstract class C extends B {
	boolean isD() {return this instanceof D;}
}

D.java:
public final class D extends C {}

In class C, ""this instanceof D"" will be underlined in red with the message ""Incompatible conditional operand types C and D"". However, no errors are indicated otherwise, such as in the Problems view. Also, the same code in class B is not marked as an error.


More information:
Probably occurs in combination with bug 214191, which seems similar to bug 35899.",P3
214238,enhancement,"Currently ComboBoxViewerCellEditor exposes its ComboViewer via getViewer() and ComboViewer exposes its CCombo via getCCombo(). It would be convenient for the cell editor to expose the CCombo directly. This would make code that currently looks like this:
comboViewerCellEditor.getViewer().getCCombo().setVisibleItemCount(count);
more direct, like this:
comboViewerCellEditor.getCombo().setVisibleItemCount(count);

Better yet would be this:

comboViewerCellEditor.setVisibleItemCount(count);

I imagine there might be some resistance to exposing the entire set of public setter methods from CCombo, though. 

Any thoughts?",P3
214239,normal,"To reproduce
1. Create a Logic diagram
2. Put two rectangles on the diagram such that their y coordinates are approximately equal
3. Select both rectangles and drag them up off the diagram viewport and drop them there.
4. Try to select both rectangles with the selection tool's marquee rectangle.

Expected: should be able to select both rectangles by dragging the mouse bottom-up

Actual: selection tool fails to scroll the diagram up instead it scrolls it down to 0 y-coordinate when the marquee rectangle is about to go off the viewport.

Problem: there is a typo in SelectInDiagramHelper#exposeLocation(). If viewer needs to be scrolled to negative x or y location this negative x or y is assigned to 0 for some reason.",P3
